year,month,day,hour,P,T,RH,RPH,WD,WV,WV1,WV2
2008,6,30,6,721.1,10.7,85,0,122,0.8,-0.529919233,0.848048115
2008,6,30,7,721.2,11.5,72,0,122,1.8,-0.529919233,0.848048115
2008,6,30,8,721.1,12.3,86,0,69,0.8,0.358367969,0.933580419
2008,6,30,9,720.9,12.2,85,0,200,0.7,-0.939692641,-0.342020087
2008,6,30,10,721,11.1,89,0,219,1.8,-0.777146002,-0.62932034
2008,6,30,11,721.6,10.3,99,0,262,2,-0.139173178,-0.990268058
2008,6,30,12,721.7,9.5,92,0,272,6.6,0.034899416,-0.99939083
2008,6,30,13,721.3,10.1,66,0,297,6.5,0.453990421,-0.891006564
2008,6,30,14,722,11,65,0,267,2.3,-0.052336036,-0.998629531
2008,6,30,15,722.1,9,86,0,211,3.5,-0.857167333,-0.515038021
2008,6,30,16,721.7,10,69,0,292,2.8,0.374606513,-0.927183887
2008,6,30,17,721.4,10.4,65,0,276,4,0.104528382,-0.994521904
2008,6,30,18,721.3,9.6,79,0,245,5.4,-0.422618328,-0.906307756
2008,6,30,19,721,9.8,71,0,279,6.3,0.156434383,-0.987688354
2008,6,30,20,721.1,10.1,71,0,280,6.7,0.173648096,-0.984807767
2008,6,30,21,721.3,10.3,68,0,299,6.9,0.484809542,-0.87461975
2008,6,30,22,721.5,11.1,62,0,297,6,0.453990421,-0.891006564
2008,6,30,23,721.7,13,55,0,289,5.3,0.325568073,-0.945518604
2008,7,1,0,722.1,13.9,63,0,287,5.4,0.292371623,-0.956304781
2008,7,1,1,722.3,15.4,58,0,292,5.1,0.374606513,-0.927183887
2008,7,1,2,722.3,16.6,52,0,289,3.6,0.325568073,-0.945518604
2008,7,1,3,722.4,17.1,55,0,275,2.6,0.087155661,-0.996194705
2008,7,1,4,722.3,17.6,46,0,283,2.9,0.224950972,-0.974370084
2008,7,1,5,722.1,18.3,45,0,273,2.1,0.052335875,-0.998629539
2008,7,1,6,721.7,20.3,39,0,314,3.2,0.694658303,-0.719339865
2008,7,1,7,721.4,18.1,39,0,41,1.9,0.754709588,0.65605902
2008,7,1,8,721.2,18.8,42,0,6,1.3,0.994521896,0.104528461
2008,7,1,9,720.7,20.9,37,0,18,3.4,0.951056518,0.309016989
2008,7,1,10,720.4,20.3,40,0,329,3.9,0.85716725,-0.515038159
2008,7,1,11,720.1,18.6,41,0,273,3.9,0.052335875,-0.998629539
2008,7,1,12,720.5,16.5,56,0,220,2.6,-0.766044485,-0.64278756
2008,7,1,13,720.8,14.4,66,0,214,6.9,-0.829037608,-0.559192851
2008,7,1,14,721,13.5,86,0,214,9,-0.829037608,-0.559192851
2008,7,1,15,721.6,13.7,68,0,217,7.5,-0.798635549,-0.601814972
2008,7,1,16,721.4,14.1,54,0,217,7.1,-0.798635549,-0.601814972
2008,7,1,17,721.2,14,53,0,216,8.4,-0.809017032,-0.5877852
2008,7,1,18,721.1,13.5,52,0,213,7.8,-0.838670602,-0.544638982
2008,7,1,19,720.9,13.5,53,0,203,7.1,-0.920504877,-0.390731073
2008,7,1,20,720.6,12.9,64,0,203,7.8,-0.920504877,-0.390731073
2008,7,1,21,720.6,12.8,65,0,201,7.2,-0.933580448,-0.358367894
2008,7,1,22,720.6,13.1,61,0,202,6.8,-0.927183877,-0.374606538
2008,7,1,23,720.7,13.8,54,0,202,5.7,-0.927183877,-0.374606538
2008,7,2,0,721,14.6,53,0,201,5.1,-0.933580448,-0.358367894
2008,7,2,1,721.3,16,54,0,211,3.6,-0.857167333,-0.515038021
2008,7,2,2,721.7,15.9,53,0,228,3.5,-0.669130657,-0.74314478
2008,7,2,3,721.9,18.2,49,0,235,2,-0.573576494,-0.819152004
2008,7,2,4,721.9,19,46,0,211,2.8,-0.857167333,-0.515038021
2008,7,2,5,721.5,20.3,43,0,206,2.5,-0.898794073,-0.438371092
2008,7,2,6,721.2,19.6,49,0,238,3.5,-0.529919324,-0.848048059
2008,7,2,7,720.8,19.2,48,0,219,3.6,-0.777146002,-0.62932034
2008,7,2,8,720.5,20.6,49,0,204,2,-0.913545482,-0.406736588
2008,7,2,9,720.3,20.1,51,0,236,1.8,-0.559192962,-0.829037533
2008,7,2,10,720.1,18.1,56,0,222,3,-0.74314487,-0.669130557
2008,7,2,11,720.2,17.1,56,0,215,4.3,-0.819152081,-0.573576384
2008,7,2,12,720.4,15.6,64,0,216,4.5,-0.809017032,-0.5877852
2008,7,2,13,720.8,14.8,71,0,209,5,-0.874619737,-0.484809566
2008,7,2,14,721.2,14.2,64,0,222,6,-0.74314487,-0.669130557
2008,7,2,15,721.4,13.4,70,0,222,7.1,-0.74314487,-0.669130557
2008,7,2,16,721.1,13,81,0,221,7,-0.754709623,-0.656058979
2008,7,2,17,720.9,13,81,0,222,7.5,-0.74314487,-0.669130557
2008,7,2,18,720.7,12.8,69,0,222,6.7,-0.74314487,-0.669130557
2008,7,2,19,720.5,12.9,59,0,217,6.8,-0.798635549,-0.601814972
2008,7,2,20,720.3,11.9,81,0,212,7.5,-0.84804813,-0.529919211
2008,7,2,21,720.2,11.5,83,0,198,5.9,-0.951056535,-0.309016938
2008,7,2,22,720.3,12.2,69,0,179,4.1,-0.999847694,0.01745246
2008,7,2,23,720.7,14.3,61,0,138,5.1,-0.743144798,0.669130637
2008,7,3,0,721,15.5,58,0,124,4,-0.559192873,0.829037593
2008,7,3,1,721.3,16.2,58,0,119,1.9,-0.484809589,0.874619724
2008,7,3,2,721.5,17.2,59,0,198,1,-0.951056535,-0.309016938
2008,7,3,3,721.5,18.2,64,0,327,1.3,0.838670515,-0.544639117
2008,7,3,4,721.5,16.9,68,0,316,1.9,0.719339735,-0.694658438
2008,7,3,5,721.4,17.6,45,0,120,2.1,-0.499999969,0.866025422
2008,7,3,6,721,18.6,43,0,60,2.8,0.500000015,0.866025395
2008,7,3,7,720.5,19.7,47,0,43,2.4,0.73135371,0.681998351
2008,7,3,8,720.3,18.2,46,0,97,2.1,-0.121869315,0.992546155
2008,7,3,9,720,17.5,53,0,110,2.4,-0.342020113,0.939692632
2008,7,3,10,719.9,16.5,57,0,112,3,-0.374606562,0.927183867
2008,7,3,11,719.9,15.8,65,0,81,3.4,0.156434489,0.987688337
2008,7,3,12,720.3,15,59,0,76,3.5,0.241921918,0.970295721
2008,7,3,13,720.6,14.9,60,0,84,1.5,0.104528488,0.994521893
2008,7,3,14,720.9,14.4,73,0,201,2.9,-0.933580448,-0.358367894
2008,7,3,15,721.1,13.3,87,0,213,3.2,-0.838670602,-0.544638982
2008,7,3,16,721,13,99,0,230,3.1,-0.642787662,-0.766044399
2008,7,3,17,720.6,12.5,99,0,281,4.3,0.190808913,-0.981627199
2008,7,3,18,720.4,12.8,99,0,277,5.6,0.121869262,-0.992546162
2008,7,3,19,719.6,11.5,80,0,16,10.5,0.961261697,0.275637351
2008,7,3,20,719.3,10.8,77,0,14,13.4,0.970295727,0.241921892
2008,7,3,21,719.3,9.8,83,0,24,12.7,0.913545461,0.406736637
2008,7,3,22,719,9,92,0,11,13.9,0.981627184,0.190808992
2008,7,3,23,719.8,9.3,90,0,9,11.5,0.987688341,0.156434462
2008,7,4,0,720,9.2,92,0,9,13.8,0.987688341,0.156434462
2008,7,4,1,720.8,9.8,91,0,15,10.1,0.965925827,0.258819041
2008,7,4,2,721,10.5,88,0,8,7.5,0.990268069,0.139173099
2008,7,4,3,721.1,9.9,93,0,326,3.8,0.829037518,-0.559192984
2008,7,4,4,721.2,8.5,99,0,298,6.4,0.469471484,-0.882947635
2008,7,4,5,721.2,7.8,99,0.2,327,6.2,0.838670515,-0.544639117
2008,7,4,6,721.1,7.3,93,0,337,10,0.920504814,-0.390731221
2008,7,4,7,721.1,6.8,94,0.5,333,10.7,0.891006479,-0.453990588
2008,7,4,8,720.6,6.6,92,0.5,331,11.7,0.874619659,-0.484809706
2008,7,4,9,720.2,6.9,85,0.1,355,11.8,0.996194689,-0.087155848
2008,7,4,10,720.2,8.5,69,0,343,10.4,0.956304726,-0.292371802
2008,7,4,11,720.7,9.3,72,0,330,6.6,0.866025355,-0.500000085
2008,7,4,12,720.6,8.4,80,0,307,5.6,0.60181495,-0.798635565
2008,7,4,13,720.8,7.6,99,0,277,7.5,0.121869262,-0.992546162
2008,7,4,14,720.7,7.8,99,0,278,8.8,0.139173019,-0.99026808
2008,7,4,15,720.7,7.8,99,0,286,7.4,0.275637274,-0.961261719
2008,7,4,16,720.6,8.2,93,0,279,10,0.156434383,-0.987688354
2008,7,4,17,720.4,8.8,83,0,283,10,0.224950972,-0.974370084
2008,7,4,18,720,8.8,83,0,290,11.5,0.342020062,-0.93969265
2008,7,4,19,719.8,9.3,75,0,296,10.6,0.438371068,-0.898794085
2008,7,4,20,719.8,10,59,0,304,10.6,0.559192828,-0.829037623
2008,7,4,21,719.5,10.2,52,0,323,10.3,0.798635452,-0.6018151
2008,7,4,22,719.9,10.4,49,0,328,9.1,0.848048044,-0.529919347
2008,7,4,23,720.1,10.6,58,0,320,6.9,0.766044382,-0.642787683
2008,7,5,0,720.6,11.5,51,0,309,7.7,0.62932032,-0.777146019
2008,7,5,1,721,12.6,54,0,306,6.5,0.587785179,-0.809017048
2008,7,5,2,721,13.8,50,0,325,6,0.819151989,-0.573576516
2008,7,5,3,721.1,15.4,39,0,327,6,0.838670515,-0.544639117
2008,7,5,4,721.2,17,33,0,330,6.1,0.866025355,-0.500000085
2008,7,5,5,721.1,17.5,31,0,299,6.8,0.484809542,-0.87461975
2008,7,5,6,721,18.2,31,0,335,6.2,0.906307745,-0.422618352
2008,7,5,7,720.8,18.2,29,0,275,3.5,0.087155661,-0.996194705
2008,7,5,8,720.8,19.2,26,0,43,3.1,0.73135371,0.681998351
2008,7,5,9,720.7,19.2,24,0,13,3.2,0.974370066,0.224951051
2008,7,5,10,720.6,18.1,25,0,9,3.6,0.987688341,0.156434462
2008,7,5,11,720.5,16.3,24,0,15,8.1,0.965925827,0.258819041
2008,7,5,12,720.8,14.9,25,0,9,6.9,0.987688341,0.156434462
2008,7,5,13,721.1,14.5,27,0,22,6.9,0.927183857,0.374606587
2008,7,5,14,721.7,14.3,27,0,15,8.2,0.965925827,0.258819041
2008,7,5,15,721.8,13.6,32,0,37,7.3,0.798635517,0.601815014
2008,7,5,16,721.6,12.9,33,0,49,6,0.65605904,0.754709571
2008,7,5,17,721.6,12.9,35,0,60,4.6,0.500000015,0.866025395
2008,7,5,18,721.6,13.7,32,0,82,4.1,0.139173125,0.990268065
2008,7,5,19,721.3,14.1,31,0,101,2.7,-0.190808966,0.981627189
2008,7,5,20,721.2,13.9,32,0,137,3,-0.731353674,0.68199839
2008,7,5,21,721.3,13.5,31,0,164,1.8,-0.961261682,0.275637403
2008,7,5,22,721.3,13.3,30,0,183,2.5,-0.998629538,-0.052335902
2008,7,5,23,721.4,14.2,29,0,190,2.9,-0.984807763,-0.173648122
2008,7,6,0,721.8,15.3,30,0,192,3,-0.978147613,-0.207911635
2008,7,6,1,722,16.6,32,0,211,3.1,-0.857167333,-0.515038021
2008,7,6,2,722,17.2,35,0,219,3.4,-0.777146002,-0.62932034
2008,7,6,3,722.2,17.9,35,0,233,3.9,-0.601815079,-0.798635468
2008,7,6,4,722.1,18.3,34,0,238,4.9,-0.529919324,-0.848048059
2008,7,6,5,721.8,18.4,35,0,230,4.2,-0.642787662,-0.766044399
2008,7,6,6,721.4,19.5,32,0,233,3.8,-0.601815079,-0.798635468
2008,7,6,7,721.1,19.9,32,0,222,4.1,-0.74314487,-0.669130557
2008,7,6,8,720.9,16.7,42,0,94,5.4,-0.069756446,0.997564052
2008,7,6,9,720.3,16.3,43,0,137,12.2,-0.731353674,0.68199839
2008,7,6,10,720.3,17.1,39,0,159,7.2,-0.93358041,0.358367994
2008,7,6,11,720.3,16.9,31,0,153,6.1,-0.891006504,0.45399054
2008,7,6,12,720.6,15,52,0,174,5.1,-0.99452189,0.104528515
2008,7,6,13,721,14.7,51,0,171,2.7,-0.987688333,0.156434515
2008,7,6,14,721.3,14.6,49,0,183,5.6,-0.998629538,-0.052335902
2008,7,6,15,721.3,14.2,42,0,170,7.3,-0.984807744,0.173648228
2008,7,6,16,721.4,14.2,38,0,193,6.3,-0.974370078,-0.224950998
2008,7,6,17,720.9,13.3,58,0,150,7.8,-0.866025381,0.500000039
2008,7,6,18,720.6,12.6,60,0,171,3,-0.987688333,0.156434515
2008,7,6,19,720.4,13.3,45,0,203,5.6,-0.920504877,-0.390731073
2008,7,6,20,719.9,13.4,34,0,221,8.3,-0.754709623,-0.656058979
2008,7,6,21,719.8,13.4,34,0,224,8,-0.719339847,-0.694658322
2008,7,6,22,720.1,13.5,34,0,223,8.1,-0.731353747,-0.681998312
2008,7,6,23,720.1,13.4,39,0,225,7.4,-0.707106829,-0.707106734
2008,7,7,0,720.4,13.9,40,0,218,8,-0.788010794,-0.615661424
2008,7,7,1,720.7,15.3,35,0,209,5.7,-0.874619737,-0.484809566
2008,7,7,2,721.1,17.2,33,0,214,3.3,-0.829037608,-0.559192851
2008,7,7,3,721.1,18.9,41,0,97,1.2,-0.121869315,0.992546155
2008,7,7,4,721.1,18.9,51,0,258,1.7,-0.207911766,-0.978147585
2008,7,7,5,720.9,19.9,46,0,87,2.8,0.052335982,0.998629533
2008,7,7,6,720.9,19.1,50,0,76,3.1,0.241921918,0.970295721
2008,7,7,7,720.5,17.1,59,0,123,4.3,-0.544639004,0.838670588
2008,7,7,8,720,15.9,73,0,128,6.1,-0.615661445,0.788010777
2008,7,7,9,720,17,70,0,121,6.7,-0.515038044,0.857167319
2008,7,7,10,720,16.3,76,0,123,4.9,-0.544639004,0.838670588
2008,7,7,11,720.2,15.1,86,0,134,6.6,-0.694658342,0.719339828
2008,7,7,12,720.5,14,87,0,193,4.6,-0.974370078,-0.224950998
2008,7,7,13,720.9,13.2,88,0,188,5.1,-0.990268077,-0.139173046
2008,7,7,14,721.3,12.5,97,0,202,2.9,-0.927183877,-0.374606538
2008,7,7,15,721.5,12,83,0,197,5.2,-0.956304773,-0.292371649
2008,7,7,16,721.4,12.1,60,0,185,4,-0.996194703,-0.087155688
2008,7,7,17,721,11.5,68,0,214,3.4,-0.829037608,-0.559192851
2008,7,7,18,720.6,11.1,77,0,221,7.5,-0.754709623,-0.656058979
2008,7,7,19,720.2,10.8,84,0,221,9.2,-0.754709623,-0.656058979
2008,7,7,20,720.1,10.7,88,0,214,8.8,-0.829037608,-0.559192851
2008,7,7,21,719.8,10.1,93,0,220,10,-0.766044485,-0.64278756
2008,7,7,22,720,9.4,97,0,220,10.4,-0.766044485,-0.64278756
2008,7,7,23,720.1,9.7,99,0,215,12,-0.819152081,-0.573576384
2008,7,8,0,720.4,10.1,99,0,217,11.7,-0.798635549,-0.601814972
2008,7,8,1,720.4,10.4,99,0,215,10.7,-0.819152081,-0.573576384
2008,7,8,2,720.9,10.8,99,0,214,9.2,-0.829037608,-0.559192851
2008,7,8,3,721.1,12.6,95,0,222,7.7,-0.74314487,-0.669130557
2008,7,8,4,721.3,14.8,83,0,218,5,-0.788010794,-0.615661424
2008,7,8,5,721.4,17,72,0,236,3,-0.559192962,-0.829037533
2008,7,8,6,721.2,19.2,64,0,206,1.8,-0.898794073,-0.438371092
2008,7,8,7,721.1,20.4,60,0,224,2.2,-0.719339847,-0.694658322
2008,7,8,8,721,17.4,72,0,209,2.5,-0.874619737,-0.484809566
2008,7,8,9,720.7,17.1,78,0,134,3.4,-0.694658342,0.719339828
2008,7,8,10,720.7,16.6,78,0,179,1.8,-0.999847694,0.01745246
2008,7,8,11,720.8,16.9,72,0,228,2.1,-0.669130657,-0.74314478
2008,7,8,12,720.9,14.1,82,0,209,3,-0.874619737,-0.484809566
2008,7,8,13,720.9,12.9,75,0,185,3.6,-0.996194703,-0.087155688
2008,7,8,14,721.4,12.5,80,0,202,4.3,-0.927183877,-0.374606538
2008,7,8,15,721.4,12.4,78,0,208,7,-0.882947622,-0.469471508
2008,7,8,16,721.7,12,82,0,212,6.3,-0.84804813,-0.529919211
2008,7,8,17,721.3,11.5,87,0,227,8.6,-0.681998409,-0.731353656
2008,7,8,18,720.9,10.9,89,0,219,10.5,-0.777146002,-0.62932034
2008,7,8,19,720.7,10.6,92,0,216,11.2,-0.809017032,-0.5877852
2008,7,8,20,720.6,10.4,94,0,219,12,-0.777146002,-0.62932034
2008,7,8,21,720.8,10.1,99,0,223,11.4,-0.731353747,-0.681998312
2008,7,8,22,720.9,9.9,99,0,224,11.8,-0.719339847,-0.694658322
2008,7,8,23,721.2,9.9,99,0,220,12.6,-0.766044485,-0.64278756
2008,7,9,0,721.5,10,99,0,223,12.2,-0.731353747,-0.681998312
2008,7,9,1,721.9,10.6,99,0,220,12.6,-0.766044485,-0.64278756
2008,7,9,2,722.1,11.2,98,0,222,9.5,-0.74314487,-0.669130557
2008,7,9,3,722.5,11.4,94,0,229,8.5,-0.65605908,-0.754709535
2008,7,9,4,722.7,13.9,86,0,229,4.7,-0.65605908,-0.754709535
2008,7,9,5,722.6,15.4,80,0,220,3.1,-0.766044485,-0.64278756
2008,7,9,6,722.6,16.3,75,0,264,2.2,-0.104528541,-0.994521887
2008,7,9,7,722.4,16.9,74,0,257,1.9,-0.224951129,-0.974370048
2008,7,9,8,722.2,18.3,68,0,246,1.3,-0.40673671,-0.913545428
2008,7,9,9,721.8,17.5,68,0,123,1.5,-0.544639004,0.838670588
2008,7,9,10,721.6,17.9,68,0,307,0.8,0.60181495,-0.798635565
2008,7,9,11,721.9,16.4,81,0,217,1.1,-0.798635549,-0.601814972
2008,7,9,12,722,14.2,84,0,206,3.7,-0.898794073,-0.438371092
2008,7,9,13,722,12.9,90,0,188,4.1,-0.990268077,-0.139173046
2008,7,9,14,722.4,12.9,83,0,207,6.8,-0.891006552,-0.453990445
2008,7,9,15,722.3,12.3,93,0,214,7.6,-0.829037608,-0.559192851
2008,7,9,16,722,11.9,92,0,209,8,-0.874619737,-0.484809566
2008,7,9,17,721.6,11.6,98,0,210,9.2,-0.866025435,-0.499999946
2008,7,9,18,721.2,11.1,99,0,213,9.7,-0.838670602,-0.544638982
2008,7,9,19,720.8,10.9,99,0,211,9.6,-0.857167333,-0.515038021
2008,7,9,20,720.7,10.8,99,0,213,9.1,-0.838670602,-0.544638982
2008,7,9,21,720.7,10.6,99,0,219,9.7,-0.777146002,-0.62932034
2008,7,9,22,720.7,10.4,99,0,220,9.1,-0.766044485,-0.64278756
2008,7,9,23,720.9,10.4,99,0,220,9.1,-0.766044485,-0.64278756
2008,7,10,0,721.2,10.8,99,0,217,8.6,-0.798635549,-0.601814972
2008,7,10,1,721.5,10.9,99,0,217,7.6,-0.798635549,-0.601814972
2008,7,10,2,721.6,11,99,0,226,5.8,-0.694658419,-0.719339754
2008,7,10,3,721.9,12,99,0,224,4.1,-0.719339847,-0.694658322
2008,7,10,4,722.2,14,88,0,264,1.8,-0.104528541,-0.994521887
2008,7,10,5,722.1,16.3,77,0,250,1.3,-0.342020213,-0.939692595
2008,7,10,6,722.1,17.9,65,0,33,3,0.838670573,0.544639027
2008,7,10,7,722,19.5,55,0,34,5,0.829037578,0.559192895
2008,7,10,8,721.5,17.8,57,0,38,7.5,0.788010761,0.615661466
2008,7,10,9,721.4,15.6,68,0,32,7.8,0.848048101,0.529919256
2008,7,10,10,721,14.7,71,0,23,12.1,0.920504856,0.390731122
2008,7,10,11,721.5,12.6,82,0,23,10,0.920504856,0.390731122
2008,7,10,12,721.6,11.4,85,0,18,11.5,0.951056518,0.309016989
2008,7,10,13,722.4,10.2,92,0,22,9.1,0.927183857,0.374606587
2008,7,10,14,722.9,10.1,89,0,9,8.4,0.987688341,0.156434462
2008,7,10,15,723.1,10.7,84,0,7,7.9,0.992546152,0.121869341
2008,7,10,16,723.1,9.9,86,0,18,8,0.951056518,0.309016989
2008,7,10,17,723,9.5,87,0,12,8.6,0.978147601,0.207911687
2008,7,10,18,722.8,10.1,80,0,13,8.7,0.974370066,0.224951051
2008,7,10,19,722.8,10.4,74,0,23,5.2,0.920504856,0.390731122
2008,7,10,20,722.7,9.6,77,0,27,6.1,0.891006528,0.453990493
2008,7,10,21,722.8,9.9,76,0,19,2.8,0.945518577,0.325568149
2008,7,10,22,723.2,9.6,79,0,279,2.4,0.156434383,-0.987688354
2008,7,10,23,723.1,10,80,0,313,3.2,0.681998292,-0.731353765
2008,7,11,0,723.5,10.6,80,0,7,2.7,0.992546152,0.121869341
2008,7,11,1,723.9,10.9,80,0,345,2.2,0.9659258,-0.258819144
2008,7,11,2,723.6,12.6,82,0,25,5.9,0.90630779,0.422618255
2008,7,11,3,723.8,12,87,0,60,3.1,0.500000015,0.866025395
2008,7,11,4,723.7,11.9,88,0,34,3.5,0.829037578,0.559192895
2008,7,11,5,723.8,11.6,88,0,51,3.7,0.629320403,0.777145952
2008,7,11,6,723.5,13.8,80,0,40,4.1,0.766044451,0.642787601
2008,7,11,7,723.4,13.3,77,0,46,4.8,0.69465838,0.719339791
2008,7,11,8,723.1,10.9,73,0,29,5,0.874619711,0.484809613
2008,7,11,9,722.9,11.4,68,0,23,6.2,0.920504856,0.390731122
2008,7,11,10,722.5,11.9,43,0,32,8.1,0.848048101,0.529919256
2008,7,11,11,722.5,11.7,46,0,43,8.7,0.73135371,0.681998351
2008,7,11,12,722.7,11,48,0,51,9.2,0.629320403,0.777145952
2008,7,11,13,723.1,10.5,48,0,57,9.3,0.544639049,0.838670559
2008,7,11,14,723.6,10.7,43,0,60,9.1,0.500000015,0.866025395
2008,7,11,15,723.8,11.2,46,0,61,8.8,0.484809636,0.874619698
2008,7,11,16,723.8,10.9,51,0,62,6.9,0.469471579,0.882947584
2008,7,11,17,723.7,10.6,47,0,63,6.4,0.453990516,0.891006516
2008,7,11,18,723.3,10.7,58,0,66,6.4,0.406736661,0.91354545
2008,7,11,19,722.8,10.8,57,0,73,5.9,0.292371726,0.95630475
2008,7,11,20,722.6,10.8,41,0,64,7.1,0.438371164,0.898794038
2008,7,11,21,722.7,10.7,48,0,69,7.2,0.358367969,0.933580419
2008,7,11,22,722.9,10.5,53,0,66,7.5,0.406736661,0.91354545
2008,7,11,23,723.2,11.6,57,0,68,6.2,0.374606612,0.927183847
2008,7,12,0,723.4,12,53,0,68,7.1,0.374606612,0.927183847
2008,7,12,1,723.9,11.8,60,0,73,6.8,0.292371726,0.95630475
2008,7,12,2,723.7,11.6,60,0,71,6.9,0.325568174,0.945518569
2008,7,12,3,724,12.2,63,0,66,4.7,0.406736661,0.91354545
2008,7,12,4,724.1,12.8,64,0,86,2.8,0.069756499,0.997564048
2008,7,12,5,723.9,12,72,0,78,3.3,0.207911714,0.978147596
2008,7,12,6,723.2,13.5,76,0.2,59,6.6,0.51503809,0.857167292
2008,7,12,7,723,12.4,64,0,63,8.3,0.453990516,0.891006516
2008,7,12,8,722.8,14,59,0,60,7.5,0.500000015,0.866025395
2008,7,12,9,722.6,14.2,51,0,60,8.2,0.500000015,0.866025395
2008,7,12,10,722.2,13.5,54,0,66,5.6,0.406736661,0.91354545
2008,7,12,11,722.1,12.4,53,0,58,7.6,0.529919279,0.848048087
2008,7,12,12,722.4,11.6,58,0,70,5.2,0.342020163,0.939692614
2008,7,12,13,722.3,11.6,64,0,94,5.2,-0.069756446,0.997564052
2008,7,12,14,722.5,11.3,78,0,82,5.5,0.139173125,0.990268065
2008,7,12,15,722.5,11.1,83,0,120,6.8,-0.499999969,0.866025422
2008,7,12,16,722.3,11,90,0,118,9.3,-0.469471532,0.882947609
2008,7,12,17,721.6,10.9,81,0,133,13.5,-0.681998331,0.731353729
2008,7,12,18,720.9,10.4,69,0.3,139,12.5,-0.754709553,0.65605906
2008,7,12,19,720.7,10.8,82,0,135,15,-0.707106753,0.70710681
2008,7,12,20,720.6,10.7,87,0,132,14,-0.669130577,0.743144852
2008,7,12,21,720.3,10.7,87,0,135,11.4,-0.707106753,0.70710681
2008,7,12,22,720.4,10.6,96,0,144,9.7,-0.809016969,0.587785287
2008,7,12,23,720.4,10.5,98,0,132,10.7,-0.669130577,0.743144852
2008,7,13,0,720.7,11,97,0,142,9.1,-0.788010728,0.615661509
2008,7,13,1,720.4,11.4,97,0,139,9.1,-0.754709553,0.65605906
2008,7,13,2,720.7,12.6,89,0,160,6.4,-0.939692604,0.342020188
2008,7,13,3,720.6,12.5,91,0,164,5.7,-0.961261682,0.275637403
2008,7,13,4,720.6,12.3,91,0,175,5.2,-0.996194694,0.087155795
2008,7,13,5,720.3,11.5,98,0.4,157,6.7,-0.920504835,0.390731172
2008,7,13,6,720,11.5,99,5,167,3.6,-0.974370054,0.224951103
2008,7,13,7,719.6,11.4,99,2.1,175,4.8,-0.996194694,0.087155795
2008,7,13,8,719.7,11.4,99,3.2,193,4.5,-0.974370078,-0.224950998
2008,7,13,9,719.7,10.8,99,3.4,221,5.2,-0.754709623,-0.656058979
2008,7,13,10,719.8,10.4,99,6.6,229,6.1,-0.65605908,-0.754709535
2008,7,13,11,720,10.3,99,1,178,4.3,-0.999390825,0.03489955
2008,7,13,12,720.3,10.2,99,0,194,3.9,-0.97029574,-0.24192184
2008,7,13,13,721,10.5,99,2.7,251,1.9,-0.325568225,-0.945518551
2008,7,13,14,721.7,9.1,99,3.6,315,4.5,0.707106715,-0.707106848
2008,7,13,15,721.7,9,99,0.3,346,8.5,0.970295701,-0.241921996
2008,7,13,16,721.5,9.8,90,0,332,6.1,0.882947546,-0.46947165
2008,7,13,17,721.4,9.9,67,0.1,336,7.1,0.913545417,-0.406736734
2008,7,13,18,721.3,10.7,52,0,307,8.3,0.60181495,-0.798635565
2008,7,13,19,721.1,11,51,0,312,7.9,0.669130537,-0.743144888
2008,7,13,20,721,11.1,48,0,318,8,0.743144762,-0.669130677
2008,7,13,21,721.1,11.1,50,0,316,8.5,0.719339735,-0.694658438
2008,7,13,22,721.6,9.4,78,0,279,6.9,0.156434383,-0.987688354
2008,7,13,23,721.8,10,73,0,284,9,0.241921814,-0.970295747
2008,7,14,0,722.1,10.4,67,0,301,9.9,0.515037998,-0.857167347
2008,7,14,1,722.5,11.2,63,0,282,7.6,0.207911609,-0.978147618
2008,7,14,2,722.6,11.9,55,0,305,4.6,0.573576362,-0.819152096
2008,7,14,3,722.9,12.1,59,0,293,2.4,0.390731048,-0.920504888
2008,7,14,4,722.9,11.6,75,0,266,2.7,-0.069756553,-0.997564045
2008,7,14,5,722.9,11,69,0,274,7.3,0.069756392,-0.997564056
2008,7,14,6,723.1,11,82,0,268,4.7,-0.034899576,-0.999390824
2008,7,14,7,723.3,11,87,0,269,3.7,-0.017452487,-0.999847694
2008,7,14,8,723.3,6.5,93,3.3,312,11.6,0.669130537,-0.743144888
2008,7,14,9,723.2,6.6,90,0.8,285,9.2,0.258818963,-0.965925848
2008,7,14,10,722.9,8.2,75,0.6,343,5.9,0.956304726,-0.292371802
2008,7,14,11,722.7,8.7,70,0,15,7.1,0.965925827,0.258819041
2008,7,14,12,722.9,9.2,63,0,342,3.4,0.951056485,-0.309017091
2008,7,14,13,723.3,7.3,86,0,249,4.4,-0.358368019,-0.9335804
2008,7,14,14,723.6,8.1,72,0,245,6.3,-0.422618328,-0.906307756
2008,7,14,15,723.4,7.6,78,0,244,6.3,-0.438371212,-0.898794014
2008,7,14,16,723.2,7.4,79,0,234,6.2,-0.587785309,-0.809016953
2008,7,14,17,722.9,7.6,77,0,252,6.4,-0.309017066,-0.951056493
2008,7,14,18,722.6,7.5,76,0,260,7.3,-0.173648254,-0.98480774
2008,7,14,19,722.4,8,70,0,268,9.1,-0.034899576,-0.999390824
2008,7,14,20,722,8.2,69,0,278,10.6,0.139173019,-0.99026808
2008,7,14,21,722.1,8.6,66,0,283,9.9,0.224950972,-0.974370084
